lld,label,entropy,length
nike-schoenen,0,2.9689185639620974,13
birkenstockshoes,0,3.327819531114783,16
opinion,0,1.9502120649147465,7
adidassuper-star,0,3.1556390622295662,16
cdmd,0,1.5,4
gia,0,1.584962500721156,3
ac,0,1.0,2
cheap--nfljerseys,0,3.572469458770136,17
lilun,0,1.9219280948873623,5
birkenstocks,0,3.2516291673878226,12
licee,0,1.9219280948873623,5
ta,0,1.0,2
wsxf,0,2.0,4
mailhide,0,2.75,8
businesswales,0,2.9312089489103235,13
www.louisvuittonoutlet,0,3.265583322887733,22
pfp,0,0.9182958340544896,3
cscs,0,1.0,4
mk,0,1.0,2
look,0,1.5,4
paperplanes,0,2.663532754804255,11
moncler,0,2.807354922057604,7
poloralphlaurens,0,3.202819531114783,16
isport,0,2.584962500721156,6
dingli,0,2.2516291673878226,6
vans-schuhe,0,3.095795255000934,11
www.noe,0,2.1280852788913944,7
monitor,0,2.5216406363433186,7
strong,0,2.584962500721156,6
buyamitriptyline,0,3.452819531114783,16
portico,0,2.5216406363433186,7
search.cn,0,2.94770277922009,9
zz,0,-0.0,2
audit,0,2.321928094887362,5
converse,0,2.75,8
audycje,0,2.807354922057604,7
motherhood,0,2.6464393446710153,10
electrician,0,2.9139770731827523,11
is1-ssl,0,2.1280852788913944,7
salomon-schuhe,0,3.378783493486176,14
nikeshoesoutlet,0,3.1898980954642875,15
fsa,0,1.584962500721156,3
reebok,0,2.2516291673878226,6
nike-air-max,0,3.084962500721156,12
fpu,0,1.584962500721156,3
centralbrunei,0,3.238901256602631,13
www.dom,0,2.1280852788913944,7
autogallery,0,3.0957952550009344,11
beta,0,2.0,4
rayban,0,2.2516291673878226,6
duna-anapa,0,2.3219280948873626,10
air-max,0,2.5216406363433186,7
michaeljordan,0,3.5465935642949384,13
ipp,0,0.9182958340544896,3
un,0,1.0,2
tommy-hilfiger,0,3.521640636343319,14
nike-schuhe,0,3.095795255000934,11
hogan,0,2.321928094887362,5
perpustakaan,0,3.0220552088742005,12
unam,0,2.0,4
kedokterannuklir,0,3.327819531114783,16
thenorthface,0,3.084962500721156,12
leverage,0,2.4056390622295662,8
chechnya,0,2.5,8
prada,0,1.9219280948873623,5
michael-kors-taschen,0,3.721928094887362,20
nikestore,0,2.94770277922009,9
erotv,0,2.321928094887362,5
oakley,0,2.584962500721156,6
longchamp,0,3.169925001442312,9
liveweb,0,2.521640636343318,7
nike-skor,0,2.94770277922009,9
cfeef,0,1.5219280948873621,5
psychology,0,2.9219280948873623,10
d4ak,0,2.0,4
www.coris,0,2.6416041678685933,9
anapa-alrosa,0,2.617492461184755,12
face,0,2.0,4
kobieta,0,2.807354922057604,7
www.revenue,0,2.5949066182439395,11
vr4nchb9ktq.c,0,3.5465935642949384,13
transport,0,2.725480556997868,9
www.sub,0,2.1280852788913944,7
adidas,0,1.9182958340544893,6
ics,0,1.584962500721156,3
tgp,0,1.584962500721156,3
canadagooses,0,2.855388542207534,12
securepubads.g,0,3.3787834934861767,14
jmp,0,1.584962500721156,3
publicapps,0,2.8464393446710154,10
uniyar,0,2.584962500721156,6
pandora,0,2.5216406363433186,7
pxl,0,1.584962500721156,3
hollister-abercrombie,0,3.5585186130489057,21
yiyuan,0,2.2516291673878226,6
wapask,0,2.2516291673878226,6
hgtvhome,0,2.75,8
pdt,0,1.584962500721156,3
www.michaelkorsfactory-outletonline,0,4.071581588126283,35
forestryandland,0,3.373557262275186,15
sr.gov,0,2.584962500721156,6
tambov,0,2.584962500721156,6
dogcat,0,2.584962500721156,6
hwb,0,1.584962500721156,3
win10,0,2.321928094887362,5
rsu,0,1.584962500721156,3
muzyka,0,2.584962500721156,6
uhren-shop,0,3.121928094887362,10
name,0,2.0,4
thomas-sabo,0,2.913977073182752,11
scrf,0,2.0,4
hubei,0,2.321928094887362,5
xin,0,1.584962500721156,3
hogas,0,2.321928094887362,5
svr,0,1.584962500721156,3
tables,0,2.584962500721156,6
istina,0,2.2516291673878226,6
zj,0,1.0,2
19,0,1.0,2
pansionat,0,2.725480556997868,9
wapask-mip,0,2.9219280948873623,10
polytechnic,0,3.277613436819116,11
adidasboost,0,2.7321588913645702,11
www.adidasboost,0,3.056564762130954,15
cf,0,1.0,2
anonim,0,2.2516291673878226,6
wz,0,1.0,2
royal-navy,0,2.9219280948873623,10
amnesty,0,2.807354922057604,7
s266,0,1.5,4
vsp,0,1.584962500721156,3
freedomain,0,3.121928094887362,10
gs,0,1.0,2
nikeairmax-90,0,3.3927474104487847,13
c-home2014,0,3.321928094887362,10
uggboots,0,2.5,8
www.connect,0,2.663532754804255,11
www.coachoutletfactoryonlinestores,0,3.7970421653407156,34
coachoutletfactoryonlinestores,0,3.602910079649727,30
park20,0,2.584962500721156,6
union,0,1.9219280948873623,5
its,0,1.584962500721156,3
ugg-australia,0,3.0269868333592873,13
futurerussia,0,2.8553885422075336,12
comment,0,2.5216406363433186,7
167,0,1.584962500721156,3
edm,0,1.584962500721156,3
calendar,0,2.75,8
vspu,0,2.0,4
gz,0,1.0,2
www6,0,0.8112781244591328,4
ecsocman,0,2.75,8
astravo,0,2.5216406363433186,7
tadacipbest,0,3.0957952550009344,11
pandorajewelryofficialsite,0,3.8441065448145375,26
imstars,0,2.5216406363433186,7
ky,0,1.0,2
historical,0,3.121928094887362,10
transparency,0,3.0849625007211556,12
susu,0,1.0,4
event,0,1.9219280948873623,5
lkfl,0,1.5,4
yubik,0,2.321928094887362,5
dataprotection,0,3.182005814760214,14
toryburchonlineoutlet,0,3.463280517810811,21
polo-outletonline,0,2.984234164652489,17
urc,0,1.584962500721156,3
images2,0,2.807354922057604,7
ict,0,1.584962500721156,3
magnum,0,2.2516291673878226,6
vapormaxs,0,2.94770277922009,9
vita,0,2.0,4
marbau,0,2.2516291673878226,6
classic,0,2.2359263506290326,7
ee,0,-0.0,2
adilet,0,2.584962500721156,6
szb,0,1.584962500721156,3
shihan,0,2.2516291673878226,6
pfo,0,1.584962500721156,3
consult,0,2.807354922057604,7
attpoland,0,2.725480556997868,9
cdsads,0,1.9182958340544893,6
uggs,0,1.5,4
www3,0,0.8112781244591328,4
www.coachoutlet,0,3.189898095464287,15
oakleysunglassesoky,0,3.1952959344962166,19
publishers,0,3.121928094887362,10
episod,0,2.584962500721156,6
mpei,0,2.0,4
search.discuz,0,3.3927474104487847,13
cdna,0,2.0,4
mizunoshoes,0,3.095795255000934,11
h5,0,1.0,2
wanwan,0,1.584962500721156,6
syria,0,2.321928094887362,5
pic.news,0,3.0,8
fadn,0,2.0,4
rosleshoz,0,2.725480556997868,9
google,0,1.9182958340544893,6
www.discountasicsshoes,0,3.4428621651554656,22
discountasicsshoes,0,3.1916116417513782,18
bvi,0,1.584962500721156,3
bizweb,0,2.2516291673878226,6
mzz,0,0.9182958340544896,3
collection,0,2.721928094887362,10
wpdemo-env.brjsnrgrpj.us-west-2,0,4.018081793978685,31
nikeshoes,0,2.725480556997868,9
nebih,0,2.321928094887362,5
german,0,2.584962500721156,6
nikeshoess,0,2.6464393446710153,10
yuqing,0,2.584962500721156,6
shedevr,0,2.5216406363433186,7
bm,0,1.0,2
adidassuperstarsshoes,0,3.141619208183979,21
justiceservices,0,3.006238928653389,15
sealserver,0,2.4464393446710155,10
mathematica,0,2.663532754804255,11
ignus,0,2.321928094887362,5
charmspandora,0,3.180832987205441,13
realestate,0,2.4464393446710155,10
idp,0,1.584962500721156,3
coco-chanel,0,2.845350936622437,11
hk,0,1.0,2
jordan11winlike96,0,3.734521664779752,17
zapret-info,0,3.459431618637298,11
30,0,1.0,2
www.oakleysunglassesoks,0,3.377278130987436,23
privacy,0,2.807354922057604,7
education,0,3.169925001442312,9
fish,0,2.0,4
mod,0,1.584962500721156,3
parkour,0,2.5216406363433186,7
michael-kors,0,3.584962500721156,12
acceptable,0,2.721928094887362,10
viper,0,2.321928094887362,5
doubleyourprofit,0,3.452819531114783,16
xorg,0,2.0,4
eken,0,1.5,4
uggboots-sale,0,3.238901256602631,13
www.uggboots-sale,0,3.4548223999466066,17
sf,0,1.0,2
humanities,0,3.121928094887362,10
weekly,0,2.2516291673878226,6
jokesland,0,3.169925001442312,9
global,0,2.2516291673878226,6
www.vapormaxplus,0,3.452819531114783,16
buy,0,1.584962500721156,3
standart,0,2.5,8
zhuce,0,2.321928094887362,5
yqlj,0,2.0,4
huizhan,0,2.5216406363433186,7
commonslibrary,0,3.378783493486176,14
government,0,2.9219280948873623,10
yuanjian,0,2.5,8
minprom,0,2.5216406363433186,7
ell,0,0.9182958340544896,3
wsd,0,1.584962500721156,3
tritel,0,2.2516291673878226,6
weibo,0,2.321928094887362,5
img14,0,2.321928094887362,5
encyclopedia,0,3.2516291673878226,12
france,0,2.584962500721156,6
cialis,0,2.2516291673878226,6
gtzyt,0,1.9219280948873623,5
vlada,0,1.9219280948873623,5
romhacking,0,3.321928094887362,10
blogownik,0,2.94770277922009,9
zvezda,0,2.2516291673878226,6
rkf,0,1.584962500721156,3
cheman,0,2.584962500721156,6
kerch,0,2.321928094887362,5
test6,0,1.9219280948873623,5
soft,0,2.0,4
palyazat,0,2.4056390622295662,8
allamkincstar,0,3.180832987205441,13
olympus,0,2.807354922057604,7
dresserie,0,2.197159723424149,9
kh,0,1.0,2
pornmd,0,2.584962500721156,6
nucleus,0,2.5216406363433186,7
edmi,0,2.0,4
zhenyan,0,2.521640636343318,7
jin,0,1.584962500721156,3
hongcai,0,2.807354922057604,7
lkt,0,1.584962500721156,3
burberryoutletoff,0,3.1018812234760182,17
shehui,0,2.2516291673878226,6
www.cheap--nfljersey,0,3.746439344671015,20
shell,0,1.9219280948873623,5
coins,0,2.321928094887362,5
sevastopol,0,2.9219280948873623,10
bft,0,1.584962500721156,3
nevyansk,0,2.75,8
test,0,1.5,4
fso,0,1.584962500721156,3
www.compas,0,2.8464393446710154,10
lady,0,2.0,4
catalogue,0,2.94770277922009,9
dawnofwar,0,2.725480556997868,9
webservice,0,2.8464393446710154,10
liverussia,0,2.9219280948873623,10
nike-airhuarache,0,3.202819531114783,16
mall,0,1.5,4
www.faropavia,0,2.9689185639620974,13
vip,0,1.584962500721156,3
www.geox,0,2.4056390622295662,8
geox,0,2.0,4
sharepoint,0,3.321928094887362,10
zijn,0,2.0,4
hichannel,0,2.725480556997868,9
nike-freerun,0,2.8553885422075336,12
coachbagsoutlet,0,3.3735572622751855,15
airmax-schoenen,0,3.5068905956085192,15
tw.search.buy,0,3.5465935642949384,13
yeezysupply,0,2.663532754804255,11
www.yeezysupply,0,3.0062389286533895,15
banking,0,2.5216406363433186,7
shenzhen,0,2.25,8
jakirower,0,2.94770277922009,9
www.nikeoutletonlineshopping,0,3.6280852788913944,28
zzz,0,-0.0,3
raidcall,0,2.5,8
apollo-ireland,0,3.182005814760214,14
ugatu,0,1.9219280948873623,5
nt,0,1.0,2
justice,0,2.807354922057604,7
com,0,1.584962500721156,3
parikmaher,0,2.9219280948873623,10
ind5,0,2.0,4
eunet,0,1.9219280948873623,5
sweetmeet,0,2.0588138903312014,9
school44,0,2.5,8
hq,0,1.0,2
statistica,0,2.2464393446710154,10
tools,0,1.9219280948873623,5
mari-el,0,2.807354922057604,7
finland,0,2.5216406363433186,7
7799,0,1.0,4
www.mizunorunningshoes,0,3.51602764126623,22
sucai,0,2.321928094887362,5
mstu,0,2.0,4
category,0,3.0,8
bruss,0,1.9219280948873623,5
indprop,0,2.521640636343318,7
distilleryimage2.s3,0,3.681880802803401,19
carmarthenshire,0,3.1898980954642875,15
nbajerseyscheapwholesale,0,3.5383201891060003,24
allpix,0,2.2516291673878226,6
openinstalljump,0,3.5068905956085183,15
v6.player,0,3.169925001442312,9
uolhost,0,2.5216406363433186,7
madou259,0,3.0,8
buylevitraonline,0,3.5,16
international,0,2.873140679513133,13
ua,0,1.0,2
www.omsk,0,2.4056390622295662,8
dziennik,0,2.5,8
redirect.appmetrica,0,3.2210972500579573,19
poloralphlauren,0,3.0565647621309533,15
img2,0,2.0,4
bf,0,1.0,2
bdk,0,1.584962500721156,3
488,0,0.9182958340544896,3
mddsz,0,1.9219280948873623,5
tvunderground,0,3.085055102756477,13
deti,0,2.0,4
zjgold,0,2.584962500721156,6
pnu,0,1.584962500721156,3
coupon.m,0,2.75,8
ziliao,0,2.2516291673878226,6
atq.ck,0,2.584962500721156,6
xnxxpornoxnxx,0,1.9877733714879842,13
jingluocuimian,0,3.182005814760214,14
guides,0,2.584962500721156,6
sgg,0,0.9182958340544896,3
repairguide,0,2.9139770731827523,11
mizs,0,2.0,4
czm-volga,0,3.169925001442312,9
temai.m,0,2.5216406363433186,7
fund,0,2.0,4
www.michaelkors-outletonlinesale,0,3.890319531114783,32
michaelkors-outletonlinesale,0,3.708966082694624,28
ivanovo,0,2.2359263506290326,7
discom,0,2.584962500721156,6
jinrong,0,2.5216406363433186,7
shouyou,0,2.2359263506290326,7
findyourmp,0,3.321928094887362,10
pekanbaru,0,2.94770277922009,9
slova,0,2.321928094887362,5
sociology,0,2.6416041678685933,9
salebuy,0,2.807354922057604,7
dogana,0,2.251629167387823,6
sao,0,1.584962500721156,3
playroom,0,2.75,8
australia-stage,0,3.106890595608518,15
digma,0,2.321928094887362,5
aveiro,0,2.584962500721156,6
dxb,0,1.584962500721156,3
cl,0,1.0,2
cps,0,1.584962500721156,3
moonshinecreek,0,3.182005814760214,14
nso,0,1.584962500721156,3
mgul,0,2.0,4
e-uprava,0,2.75,8
employment,0,2.9219280948873623,10
naoke,0,2.321928094887362,5
fano,0,2.0,4
images-gmi-pmc,0,3.039148671903071,14
www.nfljerseysofficialshop,0,3.8441065448145375,26
rent,0,2.0,4
index,0,2.321928094887362,5
imagescdn,0,3.169925001442312,9
kmbdf,0,2.321928094887362,5
ess,0,0.9182958340544896,3
movingimage,0,2.9139770731827523,11
pwnd,0,2.0,4
s12,0,1.584962500721156,3
counter,0,2.807354922057604,7
erostone,0,2.5,8
ab,0,1.0,2
i851,0,2.0,4
rgutis,0,2.584962500721156,6
ads,0,1.584962500721156,3
fu,0,1.0,2
wbc,0,1.584962500721156,3
all-cs,0,2.2516291673878226,6
sealinfo,0,3.0,8
afflnk,0,2.2516291673878226,6
artifact,0,2.5,8
dujia,0,2.321928094887362,5
biol,0,2.0,4
affiliatesys,0,2.9182958340544896,12
yhmf,0,2.0,4
rosnedra,0,2.75,8
1v1d1e1lmiki1lgcvx32p49h8fe-wpengine,0,4.215354779870081,36
kamchatka,0,2.4193819456463714,9
sakhalin,0,2.75,8
df,0,1.0,2
zrr269,0,2.2516291673878226,6
photos3,0,2.5216406363433186,7
direct,0,2.584962500721156,6
pics,0,2.0,4
events,0,2.2516291673878226,6
honda,0,2.321928094887362,5
nike-skors,0,2.9219280948873623,10
ns.ac,0,2.321928094887362,5
hilmawan.blogs,0,3.521640636343319,14
proverki,0,2.75,8
annuaire,0,2.5,8
converseschuhe,0,3.039148671903071,14
mfinante,0,2.75,8
mobiloil,0,2.25,8
statik,0,2.2516291673878226,6
comps,0,2.321928094887362,5
links,0,2.321928094887362,5
business,0,2.4056390622295662,8
emet,0,1.5,4
bacalaureat,0,2.7321588913645707,11
comunicatii,0,2.845350936622437,11
dianxian,0,2.25,8
34rfwef2sdf,0,3.027169118440619,11
office,0,2.2516291673878226,6
chromeheart,0,2.9139770731827523,11
house-md,0,3.0,8
iem,0,1.584962500721156,3
zinkiu,0,2.2516291673878226,6
irk,0,1.584962500721156,3
www.fr,0,1.7924812503605778,6
www.sbr,0,2.1280852788913944,7
ereffccdsdfhrd,0,2.699513850319966,14
crimea,0,2.584962500721156,6
imagesonline,0,3.084962500721156,12
sdfsd2dsa,0,2.113283334294875,9
faqs,0,2.0,4
pcash,0,2.321928094887362,5
rc,0,1.0,2
zaozerskdou4,0,3.2516291673878226,12
bkfud634,0,3.0,8
fsd24ffsf,0,2.058813890331201,9
sdfsdr34fdsf2,0,2.6031579868726,13
webww,0,1.3709505944546687,5
bbc,0,0.9182958340544896,3
mavrommatis,0,2.845350936622437,11
dfsf34czxc,0,2.9219280948873623,10
fsdf34fsdfsd,0,2.1258145836939115,12
rrry3dttetrefer,0,2.498929563690935,15
skracam,0,2.521640636343318,7
fyrlvldkrefer,0,2.8731406795131336,13
big5,0,2.0,4
dldltspvpps4,0,2.6887218755408666,12
sdf34fsdt3,0,2.521928094887362,10
luxury,0,2.2516291673878226,6
down,0,2.0,4
telecom,0,2.5216406363433186,7
khlfglrdppesv,0,3.3927474104487847,13
rastko.org,0,2.9219280948873623,10
sfdff3fsdf,0,1.7609640474436812,10
jarasinfo,0,2.94770277922009,9
svadba,0,2.2516291673878226,6
marriott,0,2.5,8
superforum,0,2.9219280948873623,10
leienhenger,0,2.5503407095463886,11
tinhte,0,2.2516291673878226,6
antanta,0,1.5566567074628228,7
school2-aksay,0,3.238901256602631,13
ip.affiliate,0,2.8553885422075336,12
sou,0,1.584962500721156,3
zspk,0,2.0,4
ecoaula,0,2.521640636343318,7
mop,0,1.584962500721156,3
miem,0,1.5,4
ke,0,1.0,2
www.gov,0,2.1280852788913944,7
pic,0,1.584962500721156,3
imm,0,0.9182958340544896,3
atemi,0,2.321928094887362,5
artclassic,0,2.7219280948873625,10
nefmi,0,2.321928094887362,5
botanical,0,2.94770277922009,9
www.swarovskisjewelry,0,3.422577995321604,21
onlinecasinodeutschland,0,3.480083695187448,23
ballonger,0,2.94770277922009,9
read,0,2.0,4
bike,0,2.0,4
simplesolutions,0,3.189898095464287,15
technolog,0,2.94770277922009,9
opendata,0,2.75,8
fpi,0,1.584962500721156,3
historydoc,0,3.121928094887362,10
foodstandards,0,2.873140679513133,13
louis-vuitton-taschen,0,3.5944656369614516,21
nemzetipark,0,3.2776134368191165,11
movie,0,2.321928094887362,5
sac,0,1.584962500721156,3
stat,0,1.5,4
newbalance,0,2.721928094887362,10
blpc,0,2.0,4
ogyei,0,2.321928094887362,5
rfbk,0,2.0,4
da,0,1.0,2
sysimages,0,2.6416041678685933,9
alumni,0,2.584962500721156,6
ulkk,0,1.5,4
www.jordan11winlike82,0,3.7256507561120933,21
yyac,0,1.5,4
fgyp,0,2.0,4
danas,0,1.9219280948873623,5
heyi,0,2.0,4
codeblog,0,2.75,8
kiqs,0,2.0,4
zzog,0,1.5,4
cabinet,0,2.807354922057604,7
images-i,0,2.75,8
i96,0,1.584962500721156,3
bpui,0,2.0,4
msek,0,2.0,4
hk.finance,0,3.121928094887362,10
fs18,0,2.0,4
ios,0,1.584962500721156,3
thepoint,0,2.75,8
or,0,1.0,2
qmhi,0,2.0,4
minstm,0,2.2516291673878226,6
klzy,0,2.0,4
www.nikeairmax-270,0,3.6835423624332306,18
minsk,0,2.321928094887362,5
lizx,0,2.0,4
tuan,0,2.0,4
odnb,0,2.0,4
kirsoft,0,2.807354922057604,7
uggsboots,0,2.5032583347756456,9
azino77,0,2.521640636343318,7
uggs-boots,0,2.7219280948873625,10
uzxx,0,1.5,4
fasi,0,2.0,4
alania,0,1.7924812503605778,6
digitalmusicnews,0,3.577819531114783,16
novsu,0,2.321928094887362,5
ycdx,0,2.0,4
prme,0,2.0,4
geetha,0,2.2516291673878226,6
zai,0,1.584962500721156,3
baraholka,0,2.6416041678685933,9
aquafan,0,2.1280852788913944,7
foreign,0,2.807354922057604,7
dblw,0,2.0,4
multimedia,0,2.9219280948873623,10
ens,0,1.584962500721156,3
okm,0,1.584962500721156,3
natures,0,2.807354922057604,7
nxci,0,2.0,4
ahhw,0,1.5,4
nkfih,0,2.321928094887362,5
mylene,0,2.251629167387823,6
tviplayer,0,3.169925001442312,9
unuh,0,1.5,4
oqtz,0,2.0,4
wbcs,0,2.0,4
syyv,0,1.5,4
canada-goose,0,3.0220552088742005,12
orsm,0,2.0,4
qsci,0,2.0,4
mvro,0,2.0,4
vestnik,0,2.807354922057604,7
nkh,0,1.584962500721156,3
kosmos-x,0,2.5,8
camera,0,2.2516291673878226,6
wohj,0,2.0,4
mgrt,0,2.0,4
skazka,0,1.9182958340544893,6
laue,0,2.0,4
cixo,0,2.0,4
mz,0,1.0,2
zf,0,1.0,2
xqkt,0,2.0,4
biko,0,2.0,4
utrish,0,2.584962500721156,6
ujszechenyiterv,0,3.5898980954642865,15
budget,0,2.584962500721156,6
sztnh,0,2.321928094887362,5
ocala,0,1.9219280948873623,5
forum-sportowe,0,3.3248629576173574,14
issp,0,1.5,4
mti,0,1.584962500721156,3
sc,0,1.0,2
neuro,0,2.321928094887362,5
mayweathervsmaidanalive,0,3.551191174465697,23
cors,0,2.0,4
tetradka,0,2.5,8
tanjug.co,0,3.169925001442312,9
zx,0,1.0,2
szpi,0,2.0,4
tuvi,0,2.0,4
rayban-outlet,0,3.3927474104487847,13
windxp,0,2.584962500721156,6
eap,0,1.584962500721156,3
anzhuo,0,2.584962500721156,6
autosport,0,2.725480556997868,9
jw,0,1.0,2
der,0,1.584962500721156,3
parnu,0,2.321928094887362,5
smb,0,1.584962500721156,3
blic.co,0,2.521640636343318,7
show,0,2.0,4
vns,0,1.584962500721156,3
teddylsd,0,2.4056390622295662,8
audio-ssl.itunes,0,3.452819531114783,16
cluster26763,0,3.4182958340544896,12
sev,0,1.584962500721156,3
foreignaffairs,0,3.039148671903071,14
moi,0,1.584962500721156,3
mcafee,0,2.2516291673878226,6
eurovision,0,2.9219280948873623,10
admitere,0,2.75,8
haerbin,0,2.807354922057604,7
dom,0,1.584962500721156,3
lingkun,0,2.5216406363433186,7
tommy-hilfigers,0,3.6402239289418516,15
tyc,0,1.584962500721156,3
turgenev,0,2.75,8
dj,0,1.0,2
offers,0,2.2516291673878226,6
mygameforums,0,3.188721875540867,12
zhuanti,0,2.807354922057604,7
fatalenergy,0,3.0957952550009344,11
www.windowsticker,0,3.286895754518763,17
mrp-listings,0,3.2516291673878226,12
cosmo,0,1.9219280948873623,5
tj,0,1.0,2
brzs,0,2.0,4
ssa,0,0.9182958340544896,3
ukom,0,2.0,4
nike-airforce,0,3.238901256602631,13
bbs1,0,1.5,4
cleft.med,0,2.94770277922009,9
sf2,0,1.584962500721156,3
wesnoth,0,2.807354922057604,7
fsff,0,0.8112781244591328,4
jfrc,0,2.0,4
rts.co,0,2.584962500721156,6
f88,0,0.9182958340544896,3
content,0,2.2359263506290326,7
dxw,0,1.584962500721156,3
hastravel,0,2.94770277922009,9
mrs-bartra,0,2.6464393446710157,10
jiancai,0,2.2359263506290326,7
awais,0,1.9219280948873623,5
mnl,0,1.584962500721156,3
crockpot,0,2.5,8
gold,0,2.0,4
boardgames,0,3.121928094887362,10
defenceimagery,0,3.2359263506290334,14
iha,0,1.584962500721156,3
3339,0,0.8112781244591328,4
w-panienski,0,3.095795255000934,11
273.adsina,0,3.121928094887362,10
vos,0,1.584962500721156,3
met,0,1.584962500721156,3
auis,0,2.0,4
sexualhealth,0,2.9182958340544896,12
wjw,0,0.9182958340544896,3
gvp,0,1.584962500721156,3
