lld,label,entropy,length
resh,0,2.0,4
gweddill,0,2.5,8
ibrae,0,2.321928094887362,5
ku.m,0,2.0,4
adult.contents,0,3.3248629576173574,14
ito,0,1.584962500721156,3
gasu,0,2.0,4
inr,0,1.584962500721156,3
gisp,0,2.0,4
norton,0,1.9182958340544893,6
carrefour-numerique,0,3.326360407952693,19
subs,0,1.5,4
www10,0,1.3709505944546687,5
uvo,0,1.584962500721156,3
mnz,0,1.584962500721156,3
nrm,0,1.584962500721156,3
ktelegraf,0,2.94770277922009,9
hirek,0,2.321928094887362,5
wsjkw,0,1.9219280948873623,5
mms,0,0.9182958340544896,3
mf,0,1.0,2
nettdating-gratis,0,3.146286370662105,17
ek,0,1.0,2
dailynews,0,3.169925001442312,9
g-search1,0,3.169925001442312,9
www.louisvuittonoutlet-stores,0,3.4830050302680133,29
estc,0,2.0,4
hjjg,0,1.5,4
sx,0,1.0,2
sl,0,1.0,2
turism,0,2.584962500721156,6
rekn,0,2.0,4
coupe,0,2.321928094887362,5
kozigallas,0,2.9219280948873623,10
site,0,2.0,4
alderney,0,2.75,8
granma,0,2.2516291673878226,6
man,0,1.584962500721156,3
russian-orthodox-church,0,3.5555331514269954,23
qvoq,0,1.5,4
burundi,0,2.5216406363433186,7
tabletki-odchudzajace,0,3.7849418274376423,21
fpyr,0,2.0,4
icni,0,1.5,4
ioc,0,1.584962500721156,3
uni-vologda,0,3.277613436819116,11
bdd-eor,0,2.5216406363433186,7
tdxw,0,2.0,4
oymf,0,2.0,4
ired,0,2.0,4
cdn02,0,2.321928094887362,5
rguc,0,2.0,4
wljg,0,2.0,4
zhaojing,0,3.0,8
kwgv,0,2.0,4
customsiliconebraceletscheappwe,0,3.781147020819124,31
mijq,0,2.0,4
estyn,0,2.321928094887362,5
zsys,0,1.5,4
rnfj,0,2.0,4
startelegram,0,2.918295834054489,12
kkpgitamandir,0,3.238901256602631,13
razvoj,0,2.584962500721156,6
ztog,0,2.0,4
thrd,0,2.0,4
pressandpolicy,0,3.521640636343319,14
yfax,0,2.0,4
zvoj,0,2.0,4
dz,0,1.0,2
jrzpapi,0,2.521640636343318,7
apple-iphone,0,3.0220552088742,12
ltbk,0,2.0,4
mttd,0,1.5,4
gcct,0,1.5,4
cfa,0,1.584962500721156,3
june-22,0,2.521640636343318,7
pcportal,0,2.75,8
upn,0,1.584962500721156,3
qbnw,0,2.0,4
keychainpartsuyg,0,3.75,16
sportwristbandsfl6,0,3.68354236243323,18
crystaltips,0,3.095795255000934,11
bklm,0,2.0,4
rgxq,0,2.0,4
rezerv,0,1.9182958340544893,6
sharronclemons,0,3.2359263506290334,14
badnews,0,2.807354922057604,7
qrwm,0,2.0,4
anapa,0,1.3709505944546687,5
dqjob,0,2.321928094887362,5
asklibrary,0,2.9219280948873623,10
kampanie-reklamowe,0,3.4193819456463714,18
gdvp,0,2.0,4
uefiscdi,0,2.75,8
fcqy,0,2.0,4
doi,0,1.584962500721156,3
governo,0,2.5216406363433186,7
beta.co,0,2.807354922057604,7
njaw,0,2.0,4
porady-transportowe,0,3.43162356584743,19
mkgp,0,2.0,4
asu,0,1.584962500721156,3
durs,0,2.0,4
shihuo,0,2.2516291673878226,6
lovequotesrus,0,3.085055102756477,13
mirco,0,2.321928094887362,5
esavjetovanja,0,2.873140679513133,13
whmx,0,2.0,4
ingvarr,0,2.521640636343318,7
adclient,0,3.0,8
cynn,0,1.5,4
aixe,0,2.0,4
reklama-od-podstaw,0,3.5724312513221195,18
itp,0,1.584962500721156,3
ncre,0,2.0,4
jetpletters,0,2.59490661824394,11
financeblog,0,3.277613436819116,11
weili,0,1.9219280948873623,5
8.proo,0,2.2516291673878226,6
email,0,2.321928094887362,5
isfg,0,2.0,4
9.pojj,0,2.2516291673878226,6
nsau,0,2.0,4
fegr,0,2.0,4
tkqe,0,2.0,4
7.qecb,0,2.584962500721156,6
1.ggmd,0,2.2516291673878226,6
caijing,0,2.5216406363433186,7
polskabiega,0,3.277613436819116,11
zadg,0,2.0,4
cvni,0,2.0,4
prodigi,0,2.521640636343318,7
vnqm,0,2.0,4
9.ogus,0,2.584962500721156,6
pylu,0,2.0,4
mrkviz8v7o8,0,3.095795255000934,11
gbqp,0,2.0,4
aydc,0,2.0,4
xm,0,1.0,2
kzje,0,2.0,4
sildenafil,0,2.9219280948873623,10
www.chs,0,2.1280852788913944,7
eozy,0,2.0,4
dqwn,0,2.0,4
fyqj,0,2.0,4
mzo,0,1.584962500721156,3
jetp,0,2.0,4
snowdonia,0,2.725480556997868,9
hekx,0,2.0,4
goohle,0,2.2516291673878226,6
s1,0,1.0,2
bwxy,0,2.0,4
jheh,0,1.5,4
beograd.org,0,2.913977073182752,11
oh,0,1.0,2
10.akjz,0,2.807354922057604,7
xjkf,0,2.0,4
electronix,0,3.121928094887362,10
museums,0,1.950212064914747,7
anindiscriminatecollection,0,3.3787271036564657,26
sanu.ac,0,2.5216406363433186,7
agwd,0,2.0,4
lodc,0,2.0,4
dyson,0,2.321928094887362,5
uuk,0,0.9182958340544896,3
giantbomb1,0,3.121928094887362,10
8.jaia,0,2.251629167387823,6
6.yqpg,0,2.584962500721156,6
zakonodaja,0,2.6464393446710153,10
listado,0,2.807354922057604,7
10.jhcn,0,2.807354922057604,7
nic,0,1.584962500721156,3
learning,0,2.75,8
smlouvy,0,2.807354922057604,7
kmhd,0,2.0,4
7.mwgl,0,2.584962500721156,6
wjzm,0,2.0,4
cs-games,0,2.75,8
8.wdgm,0,2.584962500721156,6
vyph,0,2.0,4
wj,0,1.0,2
uclr,0,2.0,4
pwkx,0,2.0,4
mmm,0,-0.0,3
vlk,0,1.584962500721156,3
hxyq,0,2.0,4
gold.money,0,3.121928094887362,10
hssd,0,1.5,4
tienda,0,2.584962500721156,6
vitas,0,2.321928094887362,5
idku,0,2.0,4
utxi,0,2.0,4
vstu,0,2.0,4
kk,0,-0.0,2
izdk,0,2.0,4
kguh,0,2.0,4
qlkm,0,2.0,4
rtbp,0,2.0,4
kairui,0,2.2516291673878226,6
newmofu,0,2.807354922057604,7
mdomsp,0,2.2516291673878226,6
cdyd,0,1.5,4
aduana,0,1.7924812503605778,6
rwc,0,1.584962500721156,3
coopuelo,0,2.4056390622295662,8
gcya,0,2.0,4
7.qzwd,0,2.584962500721156,6
nrox,0,2.0,4
3.eyvm,0,2.584962500721156,6
ykcc,0,1.5,4
jxze,0,2.0,4
bookin,0,2.2516291673878226,6
grnnet,0,2.2516291673878226,6
domen,0,2.321928094887362,5
litera,0,2.584962500721156,6
fqun,0,2.0,4
xnzo,0,2.0,4
3.jkaw,0,2.584962500721156,6
quft,0,2.0,4
bkaq,0,2.0,4
aslz,0,2.0,4
gnar,0,2.0,4
zfpk,0,2.0,4
penza,0,2.321928094887362,5
d1qfj231ug7wdu,0,3.378783493486176,14
evaluare,0,2.5,8
mpuy,0,2.0,4
zswf,0,2.0,4
hdds,0,1.5,4
yy,0,-0.0,2
bcft,0,2.0,4
rtfj,0,2.0,4
reklama-w-pigulce,0,3.6168746059562227,17
fr.babelfish,0,3.2516291673878226,12
ehxo,0,2.0,4
qipq,0,1.5,4
bally,0,1.9219280948873623,5
aeiou,0,2.321928094887362,5
ottm,0,1.5,4
5.unmp,0,2.584962500721156,6
yongke,0,2.584962500721156,6
ppt,0,0.9182958340544896,3
hms,0,1.584962500721156,3
3.xbvh,0,2.584962500721156,6
khdn,0,2.0,4
irsp,0,2.0,4
nied,0,2.0,4
kqhi,0,2.0,4
baptist,0,2.521640636343318,7
student,0,2.5216406363433186,7
programadiasporacaboverde,0,3.4292750707107125,25
eunx,0,2.0,4
pmec,0,2.0,4
gtqa,0,2.0,4
audiencesniper,0,3.182005814760214,14
bgmu,0,2.0,4
spfg,0,2.0,4
nileriver,0,2.5032583347756456,9
nlva,0,2.0,4
hcjg,0,2.0,4
xiazai,0,1.9182958340544893,6
ucuc,0,1.0,4
xjze,0,2.0,4
csgv,0,2.0,4
huzx,0,2.0,4
wgjp,0,2.0,4
dreamline,0,2.94770277922009,9
freewristbandslk5,0,3.734521664779752,17
pushkin,0,2.807354922057604,7
vjxx,0,1.5,4
svwy,0,2.0,4
chgpu,0,2.321928094887362,5
politika.co,0,3.0957952550009344,11
2.xovb,0,2.584962500721156,6
rkzc,0,2.0,4
djwt,0,2.0,4
ba,0,1.0,2
sionsg,0,2.2516291673878226,6
images-a,0,2.75,8
bcmc,0,1.5,4
jlly,0,1.5,4
lubbock,0,2.5216406363433186,7
lxyu,0,2.0,4
onjn,0,1.5,4
sxfj,0,2.0,4
meii,0,1.5,4
isyc,0,2.0,4
torrentking,0,2.9139770731827523,11
wristbandswholesalezat,0,3.6635327548042538,22
mcrv,0,2.0,4
cokf,0,2.0,4
vbiu,0,2.0,4
gaj,0,1.584962500721156,3
onxt,0,2.0,4
al,0,1.0,2
langologitarok,0,3.039148671903071,14
joyi,0,2.0,4
euiq,0,2.0,4
otrv,0,2.0,4
ep-2018-ironbank,0,3.75,16
pdgb,0,2.0,4
zqaw,0,2.0,4
kmct,0,2.0,4
tbem,0,2.0,4
gvhc,0,2.0,4
qaqm,0,1.5,4
uqih,0,2.0,4
airgun,0,2.584962500721156,6
cdnm,0,2.0,4
hveu,0,2.0,4
fwwe,0,1.5,4
xubf,0,2.0,4
hlwh,0,1.5,4
kieo,0,2.0,4
eyif,0,2.0,4
7.dodw,0,2.2516291673878226,6
gai,0,1.584962500721156,3
mju,0,1.584962500721156,3
pgtd,0,2.0,4
kmwa,0,2.0,4
lxqg,0,2.0,4
pass4sure,0,2.6416041678685933,9
rpsx,0,2.0,4
s2,0,1.0,2
rgjl,0,2.0,4
icpp,0,1.5,4
d1ipn991zmyfu9,0,3.3248629576173574,14
crz,0,1.584962500721156,3
mrlq,0,2.0,4
ddnu,0,1.5,4
cms.events,0,2.9219280948873623,10
kwey,0,2.0,4
krqi,0,2.0,4
ecqh,0,2.0,4
iyhx,0,2.0,4
victory,0,2.807354922057604,7
ccyl,0,1.5,4
vgci,0,2.0,4
obt,0,1.584962500721156,3
images-e,0,2.75,8
imhu,0,2.0,4
epmz,0,2.0,4
iawe,0,2.0,4
iyai,0,1.5,4
kwcm,0,2.0,4
gosstroy,0,2.5,8
cfax,0,2.0,4
recrut,0,2.2516291673878226,6
subiecte,0,2.75,8
ijbu,0,2.0,4
ktub,0,2.0,4
gosudar,0,2.807354922057604,7
byt,0,1.584962500721156,3
www.pandora-jewellery,0,3.4992275417233567,21
ylrv,0,2.0,4
810,0,1.584962500721156,3
travels,0,2.807354922057604,7
tgbw,0,2.0,4
vnwp,0,2.0,4
ss1,0,0.9182958340544896,3
voda,0,2.0,4
ojib,0,2.0,4
hcsn,0,2.0,4
zjus,0,2.0,4
school113-rnd,0,3.3927474104487847,13
mvh,0,1.584962500721156,3
vidod,0,1.9219280948873623,5
gwwk,0,1.5,4
ctqi,0,2.0,4
ghtp,0,2.0,4
fmmb,0,1.5,4
radionet,0,3.0,8
tabletkinapenisa,0,3.202819531114783,16
ni.ac,0,2.321928094887362,5
ssqw,0,1.5,4
lwjn,0,2.0,4
rdaz,0,2.0,4
nfup,0,2.0,4
xniz,0,2.0,4
meto,0,2.0,4
whtx,0,2.0,4
ssif,0,1.5,4
gxaq,0,2.0,4
cgv,0,1.584962500721156,3
fizt,0,2.0,4
mtdf,0,2.0,4
iumg,0,2.0,4
cltj,0,2.0,4
nexya,0,2.321928094887362,5
yib,0,1.584962500721156,3
accessories,0,2.663532754804255,11
ezwa,0,2.0,4
yrsp,0,2.0,4
shifter,0,2.807354922057604,7
zwnn,0,1.5,4
wwzr,0,1.5,4
mfa.gov,0,2.807354922057604,7
security,0,3.0,8
ljaf,0,2.0,4
uzvw,0,2.0,4
ymfy,0,1.5,4
krbz,0,2.0,4
azino-777,0,2.6416041678685938,9
tokmok,0,1.9182958340544893,6
fxrg,0,2.0,4
9.vmpt,0,2.584962500721156,6
mbdg,0,2.0,4
tiip,0,1.5,4
exambasic,0,2.94770277922009,9
buyingbusinesstravel,0,3.584183719779189,20
rqlq,0,1.5,4
dytg,0,2.0,4
suab,0,2.0,4
xqog,0,2.0,4
ohdt,0,2.0,4
kmyh,0,2.0,4
esta,0,2.0,4
komap,0,2.321928094887362,5
trendmicro,0,3.121928094887362,10
lqny,0,2.0,4
aoep,0,2.0,4
ombudsman,0,2.94770277922009,9
dtpv,0,2.0,4
nxrg,0,2.0,4
10.dqrx,0,2.807354922057604,7
9.dvhv,0,2.251629167387823,6
9.cgkq,0,2.584962500721156,6
bdrw,0,2.0,4
tptl,0,1.5,4
diwj,0,2.0,4
qkvp,0,2.0,4
4.bfrd,0,2.584962500721156,6
cfsk,0,2.0,4
qppl,0,1.5,4
lrsx,0,2.0,4
tlt,0,0.9182958340544896,3
images-o,0,3.0,8
rjfx,0,2.0,4
bztu,0,2.0,4
zert,0,2.0,4
yuoy,0,1.5,4
1.zrri,0,2.251629167387823,6
ldeg,0,2.0,4
shanghai,0,2.5,8
cjxy,0,2.0,4
fly,0,1.584962500721156,3
iwpl,0,2.0,4
rwgw,0,1.5,4
xuow,0,2.0,4
wjph,0,2.0,4
traphouse,0,3.169925001442312,9
tjab,0,2.0,4
tssz,0,1.5,4
srub,0,2.0,4
ltg,0,1.584962500721156,3
dmvj,0,2.0,4
qexh,0,2.0,4
bnje,0,2.0,4
ooax,0,1.5,4
ypkq,0,2.0,4
dckd,0,1.5,4
5.vgpz,0,2.584962500721156,6
szmm,0,1.5,4
hbcv,0,2.0,4
aqsw,0,2.0,4
dwbu,0,2.0,4
ugip,0,2.0,4
tzob,0,2.0,4
hjuz,0,2.0,4
fisl,0,2.0,4
cvtl,0,2.0,4
gues,0,2.0,4
cxef,0,2.0,4
ottr,0,1.5,4
gywd,0,2.0,4
byle,0,2.0,4
pyjg,0,2.0,4
qzwr,0,2.0,4
www5,0,0.8112781244591328,4
4.hclf,0,2.584962500721156,6
cawp,0,2.0,4
uekd,0,2.0,4
rtvl,0,2.0,4
obchody,0,2.5216406363433186,7
wpkj,0,2.0,4
oypb,0,2.0,4
gieo,0,2.0,4
fxzl,0,2.0,4
dtcsrni,0,2.807354922057604,7
gpuu,0,1.5,4
opieka,0,2.584962500721156,6
xunlei7,0,2.807354922057604,7
icjg,0,2.0,4
ofbw,0,2.0,4
actx,0,2.0,4
ecag,0,2.0,4
oqye,0,2.0,4
vbdd,0,1.5,4
stoplinux,0,3.169925001442312,9
zoo,0,0.9182958340544896,3
glas-javnosti.co,0,3.625,16
ytq901,0,2.584962500721156,6
blsw,0,2.0,4
jwla,0,2.0,4
kesj,0,2.0,4
cwdp,0,2.0,4
3.zwfr,0,2.584962500721156,6
mxjs,0,2.0,4
insp,0,2.0,4
toshiba,0,2.807354922057604,7
landscape,0,2.94770277922009,9
pkwx,0,2.0,4
dtsq,0,2.0,4
mjqh,0,2.0,4
wsit,0,2.0,4
1.misq,0,2.584962500721156,6
lxdl,0,1.5,4
score,0,2.321928094887362,5
hcsc,0,1.5,4
qown,0,2.0,4
tsph,0,2.0,4
oxep,0,2.0,4
ccp,0,0.9182958340544896,3
nzah,0,2.0,4
udys,0,2.0,4
kflk,0,1.5,4
uufl,0,1.5,4
ingt,0,2.0,4
bafd,0,2.0,4
internet,0,2.25,8
preparatynatradzik,0,3.2390979179887864,18
akmc,0,2.0,4
uxza,0,2.0,4
orgo,0,1.5,4
cziu,0,2.0,4
inar,0,2.0,4
hhxe,0,1.5,4
aorj,0,2.0,4
mo,0,1.0,2
gddp,0,1.5,4
okom,0,1.5,4
vube,0,2.0,4
qzks,0,2.0,4
nxwq,0,2.0,4
ocgu,0,2.0,4
fnum,0,2.0,4
hcsg,0,2.0,4
skazki,0,2.2516291673878226,6
jkae,0,2.0,4
mz2plfgh7,0,3.169925001442312,9
kim,0,1.584962500721156,3
as,0,1.0,2
dxzs,0,2.0,4
ufvt,0,2.0,4
drqh,0,2.0,4
usxn,0,2.0,4
dina,0,2.0,4
domo,0,1.5,4
ygms,0,2.0,4
tsqs,0,1.5,4
aiox,0,2.0,4
pymf,0,2.0,4
evhp,0,2.0,4
kyag,0,2.0,4
wbxb,0,1.5,4
searcharchives,0,2.950212064914747,14
eojw,0,2.0,4
luld,0,1.5,4
uprava,0,2.251629167387823,6
xjqh,0,2.0,4
fwqr,0,2.0,4
cyuu,0,1.5,4
llkf,0,1.5,4
bim,0,1.584962500721156,3
uztranslations,0,3.2359263506290334,14
whnn,0,1.5,4
jspl,0,2.0,4
oryouri,0,2.2359263506290326,7
betp,0,2.0,4
rhhy,0,1.5,4
neny,0,1.5,4
fnedu,0,2.321928094887362,5
sxp,0,1.584962500721156,3
wrbzx,0,2.321928094887362,5
regal,0,2.321928094887362,5
poligon,0,2.5216406363433186,7
cool-panienski,0,3.378783493486176,14
rakipsiztr,0,2.9219280948873623,10
gwkg,0,1.5,4
mvzt,0,2.0,4
hqnp,0,2.0,4
weem,0,1.5,4
bjdw,0,2.0,4
iou,0,1.584962500721156,3
1.wima,0,2.584962500721156,6
7.gezn,0,2.584962500721156,6
777azino,0,2.4056390622295662,8
rmdx,0,2.0,4
desamaburai,0,3.027169118440619,11
tzxu,0,2.0,4
7.dtpv,0,2.584962500721156,6
4you,0,2.0,4
sysadminday,0,2.7321588913645702,11
nzhh,0,1.5,4
ishl,0,2.0,4
iek,0,1.584962500721156,3
5.mxmu,0,2.2516291673878226,6
4.tqfz,0,2.584962500721156,6
potential,0,2.94770277922009,9
bdpf,0,2.0,4
chqh,0,1.5,4
icp,0,1.584962500721156,3
yfrc,0,2.0,4
tzzy,0,1.5,4
jzrt,0,2.0,4
oart,0,2.0,4
ztc,0,1.584962500721156,3
diagnostics,0,3.0957952550009344,11
gapk,0,2.0,4
kennak,0,1.9182958340544893,6
bsba,0,1.5,4
ztgo,0,2.0,4
agra,0,1.5,4
teleoff,0,2.2359263506290326,7
pups,0,1.5,4
cheap-hosting,0,3.5465935642949384,13
rqd,0,1.584962500721156,3
rentsmart,0,2.725480556997868,9
qtjl,0,2.0,4
bjua,0,2.0,4
obly,0,2.0,4
bmku,0,2.0,4
hub,0,1.584962500721156,3
tatyana,0,1.8423709931771088,7
zmdr,0,2.0,4
statesassembly,0,2.8073549220576046,14
inks,0,2.0,4
zmkd,0,2.0,4
ctgg,0,1.5,4
dryer,0,1.9219280948873623,5
sterydy,0,2.521640636343318,7
nrc,0,1.584962500721156,3
sinoptik,0,2.75,8
rdng,0,2.0,4
kdxf,0,2.0,4
ffcn,0,1.5,4
sscq,0,1.5,4
wuvt,0,2.0,4
liner,0,2.321928094887362,5
lvio,0,2.0,4
titularizare,0,2.918295834054489,12
merkurcasino,0,3.418295834054489,12
cdly,0,2.0,4
7.idlc,0,2.584962500721156,6
grey-sofa,0,3.169925001442312,9
may65,0,2.321928094887362,5
qhlx,0,2.0,4
6.lrdy,0,2.584962500721156,6
thumbor-gc,0,3.321928094887362,10
mita,0,2.0,4
sov-art,0,2.807354922057604,7
karmatown,0,2.94770277922009,9
planet,0,2.584962500721156,6
fsol,0,2.0,4
7.vwfd,0,2.584962500721156,6
nonamills,0,2.725480556997868,9
dinafem,0,2.807354922057604,7
ifus,0,2.0,4
sbs,0,0.9182958340544896,3
courier,0,2.521640636343318,7
graduate,0,2.75,8
sv.gov,0,2.2516291673878226,6
uudr,0,1.5,4
yyay,0,0.8112781244591328,4
bcel,0,2.0,4
nwne,0,1.5,4
nwpc,0,2.0,4
sgsy,0,1.5,4
secure2,0,2.5216406363433186,7
5.ssyh,0,2.2516291673878226,6
8.ndwp,0,2.584962500721156,6
wzyk,0,2.0,4
deci,0,2.0,4
odqb,0,2.0,4
zbms,0,2.0,4
ine,0,1.584962500721156,3
lo1,0,1.584962500721156,3
fotoart,0,2.2359263506290326,7
kai,0,1.584962500721156,3
wjey,0,2.0,4
6.osxl,0,2.584962500721156,6
pewna-apteka2,0,3.0269868333592873,13
vqxo,0,2.0,4
eldi,0,2.0,4
5.fxeh,0,2.584962500721156,6
lsvs,0,1.5,4
10.pjrw,0,2.807354922057604,7
gvsu,0,2.0,4
kzt,0,1.584962500721156,3
grat,0,2.0,4
ar,0,1.0,2
xyyq,0,1.5,4
9.ntgx,0,2.584962500721156,6
armyjobs,0,3.0,8
bcb,0,0.9182958340544896,3
rcoo,0,1.5,4
kbimg,0,2.321928094887362,5
vibk,0,2.0,4
xcck,0,1.5,4
ffqx,0,1.5,4
omsk,0,2.0,4
azic,0,2.0,4
url,0,1.584962500721156,3
ls,0,1.0,2
cqcd,0,1.5,4
nawypadaniewlosow,0,3.292770193936991,17
pewna-apteka,0,2.8553885422075336,12
4.duto,0,2.584962500721156,6
school52,0,2.75,8
feym,0,2.0,4
chpm,0,2.0,4
dzyt,0,2.0,4
okatuning,0,2.94770277922009,9
maxprzek5,0,3.169925001442312,9
tzdh,0,2.0,4
cso,0,1.584962500721156,3
operations,0,3.121928094887362,10
unic,0,2.0,4
aurora,0,1.9182958340544893,6
buysale,0,2.807354922057604,7
cqhv,0,2.0,4
qik,0,1.584962500721156,3
yctz,0,2.0,4
powx,0,2.0,4
giit,0,1.5,4
pksm,0,2.0,4
qtsd,0,2.0,4
ikdi,0,1.5,4
official,0,2.5,8
9.qdpy,0,2.584962500721156,6
pewna-apteka4,0,3.0269868333592873,13
danas.co,0,2.75,8
pufj,0,2.0,4
cdnll,0,1.9219280948873623,5
mss,0,0.9182958340544896,3
skdc,0,2.0,4
nube,0,2.0,4
hoqk,0,2.0,4
reuters,0,2.2359263506290326,7
mhfg,0,2.0,4
9.kvne,0,2.584962500721156,6
haedu,0,2.321928094887362,5
clap,0,2.0,4
tao,0,1.584962500721156,3
snowypineswhitelabs,0,3.5766176449086653,19
1.boop,0,2.251629167387823,6
ampd,0,2.0,4
wsaf,0,2.0,4
tjky,0,2.0,4
10.uusr,0,2.521640636343318,7
puyang,0,2.584962500721156,6
zynd,0,2.0,4
rkno,0,2.0,4
mkeh,0,2.0,4
glqp,0,2.0,4
staging11,0,2.725480556997868,9
qbmp,0,2.0,4
10.coqr,0,2.807354922057604,7
dstu,0,2.0,4
ilc,0,1.584962500721156,3
tmd56,0,2.321928094887362,5
ilbq,0,2.0,4
kamagra,0,2.1280852788913944,7
maxprzek1,0,3.169925001442312,9
pstu,0,2.0,4
assets3,0,2.1280852788913944,7
fractal,0,2.5216406363433186,7
kitap,0,2.321928094887362,5
aarw,0,1.5,4
dosw,0,2.0,4
pspo,0,1.5,4
hundeseng,0,2.725480556997868,9
bqvp,0,2.0,4
fotobest,0,2.5,8
rokovania,0,2.725480556997868,9
rili,0,1.5,4
www-ws,0,1.2516291673878228,6
konte,0,2.321928094887362,5
centralbank,0,3.095795255000934,11
jobz,0,2.0,4
oicq,0,2.0,4
scp,0,1.584962500721156,3
8.cedk,0,2.584962500721156,6
crosdilleisure,0,3.09306920777189,14
gurt,0,2.0,4
rolenacity,0,3.321928094887362,10
twcn,0,2.0,4
linneyfencing,0,2.7773627950641693,13
ewnt,0,2.0,4
qyvy,0,1.5,4
www.westpalmbeach,0,3.381580488309164,17
hearst.referrals,0,2.952819531114783,16
rnfr,0,1.5,4
e-visa,0,2.584962500721156,6
chbo,0,2.0,4
wppg,0,1.5,4
powerbuilding,0,3.546593564294939,13
obr-don,0,2.5216406363433186,7
3.epmv,0,2.584962500721156,6
seekingstyleblog,0,3.327819531114783,16
ghwi,0,2.0,4
pewna-apteka5,0,3.0269868333592873,13
cart.payments,0,3.3927474104487847,13
4.kxsk,0,2.2516291673878226,6
dutchpassion,0,3.4182958340544896,12
icu,0,1.584962500721156,3
cbve,0,2.0,4
ccwn,0,1.5,4
xdzx,0,1.5,4
nwyv,0,2.0,4
bdmb,0,1.5,4
yes,0,1.584962500721156,3
mawr,0,2.0,4
maxprzek,0,3.0,8
maxprzek2,0,3.169925001442312,9
berrator,0,2.4056390622295662,8
neak,0,2.0,4
ktmz,0,2.0,4
hopx,0,2.0,4
crtu,0,2.0,4
hipo,0,2.0,4
pewna-apteka1,0,3.0269868333592873,13
raw.cdn,0,2.807354922057604,7
governmentofvanuatu,0,3.3660913291191923,19
zxkr,0,2.0,4
kvml,0,2.0,4
tdsr,0,2.0,4
khzj,0,2.0,4
sochi,0,2.321928094887362,5
bfvl,0,2.0,4
personalizedkeyringsformencie,0,3.8278326164749097,29
maxprzek3,0,3.169925001442312,9
6.zxok,0,2.584962500721156,6
dlje,0,2.0,4
riue,0,2.0,4
nbev,0,2.0,4
mfin,0,2.0,4
maxprzek4,0,3.169925001442312,9
redir,0,1.9219280948873623,5
ismb,0,2.0,4
gd,0,1.0,2
orv,0,1.584962500721156,3
ormekurtilkat,0,3.238901256602631,13
erqy,0,2.0,4
cuqp,0,2.0,4
gvko,0,2.0,4
1.ehst,0,2.584962500721156,6
z65b6,0,1.9219280948873623,5
openet,0,2.2516291673878226,6
www.yic,0,2.1280852788913944,7
deputyprimeminister,0,3.3263604079526936,19
statswales,0,2.4464393446710155,10
bgka,0,2.0,4
blst,0,2.0,4
saui,0,2.0,4
archive,0,2.807354922057604,7
wzwy,0,1.5,4
jjqn,0,1.5,4
uni-mindelo,0,3.0957952550009344,11
4.yhtu,0,2.584962500721156,6
xtbt,0,1.5,4
peoples,0,2.2359263506290326,7
so,0,1.0,2
lmda,0,2.0,4
hbzu,0,2.0,4
91porn,0,2.584962500721156,6
language,0,2.5,8
yffi,0,1.5,4
qymq,0,1.5,4
eurasia,0,2.521640636343318,7
8.ezxx,0,2.2516291673878226,6
martist,0,2.521640636343318,7
c21,0,1.584962500721156,3
deriv,0,2.321928094887362,5
yhfd,0,2.0,4
njjq,0,1.5,4
4.lezk,0,2.584962500721156,6
luxg,0,2.0,4
9.ktkj,0,2.2516291673878226,6
xgmu,0,2.0,4
4.jdnn,0,2.2516291673878226,6
bajo,0,2.0,4
img-l3,0,2.584962500721156,6
mnogosofta,0,2.8464393446710154,10
ekqo,0,2.0,4
pzch,0,2.0,4
arrs,0,1.5,4
libguides,0,2.94770277922009,9
tzsj,0,2.0,4
wbvg,0,2.0,4
taikan-karate,0,2.7773627950641693,13
banner2,0,2.5216406363433186,7
4.fibc,0,2.584962500721156,6
narq,0,2.0,4
9.gehr,0,2.584962500721156,6
putty,0,1.9219280948873623,5
pewna-apteka3,0,3.0269868333592873,13
ndce,0,2.0,4
2.nduw,0,2.584962500721156,6
mob,0,1.584962500721156,3
doe,0,1.584962500721156,3
kopilochka,0,2.9219280948873623,10
vote,0,2.0,4
wmforum,0,2.5216406363433186,7
oqik,0,2.0,4
experiment,0,2.8464393446710154,10
helpfvl,0,2.5216406363433186,7
lemf,0,2.0,4
vmwl,0,2.0,4
yduw,0,2.0,4
hozx,0,2.0,4
megionschool3,0,3.334679141051595,13
casino,0,2.584962500721156,6
www03,0,1.3709505944546687,5
tjvg,0,2.0,4
oeuc,0,2.0,4
4.xbez,0,2.584962500721156,6
inss,0,1.5,4
lygi,0,2.0,4
jsfq,0,2.0,4
baawri,0,2.2516291673878226,6
poox,0,1.5,4
cosmics,0,2.2359263506290326,7
weblisting,0,3.121928094887362,10
sun9-68,0,2.807354922057604,7
